iter	Logloss
147	0.2799671631
148	0.2782873739
149	0.2776460368
150	0.2774521891
151	0.2765983683
152	0.2746523844
153	0.2731042074
154	0.2712020671
155	0.2699460042
156	0.2669936523
157	0.2644114176
158	0.263980835
159	0.2618833618
160	0.2605893148
161	0.2603310343
162	0.2588659871
163	0.258734314
164	0.2574389242
165	0.2570008545
166	0.2557569377
167	0.2555550537
168	0.2537900187
169	0.2534647217
170	0.2523126221
171	0.2504544271
172	0.2486276042
173	0.2468517863
174	0.2456501058
175	0.2455252075
176	0.2438852132
177	0.2422791748
178	0.2414646403
179	0.239174113
180	0.2376309611
181	0.2357976888
182	0.2347363688
183	0.2345275472
184	0.2327215576
185	0.2319391886
186	0.2306798503
187	0.2305075277
188	0.2303469645
189	0.2287470703
190	0.2269640706
191	0.2252177327
192	0.2241485189
193	0.2238209839
194	0.2227132568
195	0.2211110433
196	0.2202182007
197	0.2190444336
198	0.218182251
199	0.2174306641
200	0.216973877
201	0.2155997721
202	0.2154842122
203	0.2152429199
204	0.2148691406
205	0.2133085327
206	0.2124136556
207	0.2110909424
208	0.2099975586
209	0.2094601034
210	0.2078635864
211	0.2077669678
212	0.2075374349
213	0.2063900757
214	0.2051778971
215	0.2049932048
216	0.2042536214
217	0.2027681681
218	0.2020246582
219	0.2015171509
220	0.2012340088
221	0.2008311564
222	0.2007114054
223	0.2001227214
224	0.1987687988
225	0.1978391113
226	0.1967999268
227	0.1956151326
228	0.1939442749
229	0.1932598063
230	0.1927545166
231	0.1918980916
232	0.1917982178
233	0.1915909424
234	0.1914552002
235	0.1912181803
236	0.1899009806
237	0.1887309163
238	0.1886011759
239	0.188457194
240	0.1869479167
241	0.1860934041
242	0.1853655192
243	0.1852754924
244	0.1841934408
245	0.1834333903
246	0.1824580688
247	0.1818725382
248	0.1809939372
249	0.1799153646
250	0.1788674927
251	0.1783829142
252	0.1776855062
253	0.1767666423
254	0.1766248372
255	0.1756934204
256	0.1745948079
257	0.173730367
258	0.1736026204
259	0.1724016724
260	0.1714881999
261	0.1713426107
262	0.1700483093
263	0.1698385518
264	0.1688292033
265	0.1676089172
266	0.1674693705
267	0.166827006
268	0.1662210388
269	0.1656966858
270	0.1652813721
271	0.1638873088
272	0.1634262085
273	0.1624867249
274	0.1624011943
275	0.1623127035
276	0.1616705729
277	0.1600417887
278	0.1588820089
279	0.1576979777
280	0.1566244507
281	0.1565471191
282	0.1559089457
283	0.1546383565
284	0.1536219279
285	0.1527902425
286	0.1520892741
287	0.1509561361
288	0.1507247721
289	0.1506054687
290	0.1495459188
291	0.1489953715
292	0.1488662211
293	0.1482358602
294	0.1470394287
295	0.1459049683
296	0.1454892985
297	0.1445229899
298	0.1438461304
299	0.1432785645
300	0.1426601359
301	0.1425678914
302	0.1423960571
303	0.1416792399
304	0.1410501404
305	0.1401096191
306	0.1392785848
307	0.1387453512
308	0.138164327
309	0.1376565247
310	0.137192098
311	0.1366584473
312	0.1357881775
313	0.1354784037
314	0.1353363342
315	0.1343610229
316	0.1335102641
317	0.1326675618
318	0.1320024719
319	0.1314288534
320	0.1313479919
321	0.1312481689
322	0.1311169027
323	0.1310513713
324	0.1302436625
325	0.1296434733
326	0.1289581502
327	0.1283602498
328	0.1277855021
329	0.1266288961
330	0.1261623433
331	0.1256088867
332	0.1255557149
333	0.1247300618
334	0.1241484985
335	0.1235814311
336	0.1229951782
337	0.1221732076
338	0.1220340678
339	0.1219078979
340	0.1218260091
341	0.1216358337
342	0.1214421895
343	0.1213983358
344	0.1210360819
345	0.1205842082
346	0.1194198303
347	0.1184091085
348	0.1179699198
349	0.117588562
350	0.1175112915
351	0.1168804423
352	0.1168167114
353	0.1161363118
354	0.116100942
355	0.1160065104
356	0.1154371033
357	0.1151807048
358	0.1149162394
359	0.114876414
360	0.1142416077
361	0.1135634155
362	0.1133977458
363	0.1126146952
364	0.1120615031
365	0.1116603394
366	0.1112666829
367	0.1112196859
368	0.110925415
369	0.1103419291
370	0.1101954956
371	0.1101535848
372	0.1101034139
373	0.1092282817
374	0.1087021281
375	0.1081999715
376	0.1074849548
377	0.1074211121
378	0.1065644124
379	0.106542745
380	0.1059989014
381	0.1051567078
382	0.1044428406
383	0.1040186768
384	0.1030999451
385	0.1030667623
386	0.1026557515
387	0.1020922445
388	0.1014441121
389	0.1014069417
390	0.10071698
391	0.1003829651
392	0.1001976522
393	0.1000993042
394	0.09963225301
395	0.09901748657
396	0.09897324626
397	0.0988819987
398	0.09822764079
399	0.09766201782
400	0.09738638306
401	0.09732889811
402	0.09692167155
403	0.09644537354
404	0.09617588298
405	0.09615540568
406	0.09567059326
407	0.09514326986
408	0.09480329386
409	0.09454622396
410	0.09401867676
411	0.09396940104
412	0.09361476644
413	0.09327971395
414	0.09251849365
415	0.09216195679
416	0.09186036174
417	0.09144246419
418	0.09082969157
419	0.09080877686
420	0.09075465902
421	0.09014448039
422	0.08982571411
423	0.08949838257
424	0.08911564128
425	0.08893937174
426	0.0888120931
427	0.08828200277
428	0.08796604411
429	0.08791286214
430	0.08786187744
431	0.08750685628
432	0.0870888265
433	0.08684279378
434	0.08645240275
435	0.08614885457
436	0.08564548747
437	0.0853630778
438	0.08533580526
439	0.0852703654
440	0.08496870931
441	0.08463420614
442	0.08458622233
443	0.08430568441
444	0.08386329142
445	0.083449941
446	0.08296487427
447	0.08271713257
448	0.08266104635
449	0.08261250814
450	0.08244247945
451	0.08240069071
452	0.08193093872
453	0.08151822917
454	0.08095448303
455	0.0805112915
456	0.08045962524
457	0.08027944946
458	0.08016368612
459	0.07975768534
460	0.07973271688
461	0.07932198588
462	0.07928725179
463	0.07920099894
464	0.07916910807
465	0.07889887492
466	0.07867643229
467	0.07850216675
468	0.07832795207
469	0.07799916585
470	0.07754808553
471	0.07715704346
472	0.07713165792
473	0.07710132853
474	0.0768784078
475	0.07686314901
476	0.07669907633
477	0.0763163503
478	0.07590974426
479	0.07568980916
480	0.07553241984
481	0.07529336548
482	0.07525898234
483	0.0752354482
484	0.07513222758
485	0.07482340495
486	0.07468450928
487	0.074455012
488	0.07435220337
489	0.07427691142
490	0.07398597209
491	0.07374514262
492	0.0737326355
493	0.07359003703
494	0.07325576274
495	0.07323985799
496	0.07299232483
497	0.07296943156
498	0.07292736816
499	0.07257107544
500	0.07253406779
501	0.07187179565
502	0.07166027323
503	0.07139016215
504	0.07137864685
505	0.07099813334
506	0.07062888082
507	0.0705888265
508	0.0703756307
509	0.0700214742
510	0.07000684611
511	0.06998608398
512	0.06990776571
513	0.06987779744
514	0.0694115448
515	0.06921077474
516	0.06899359131
517	0.06891337077
518	0.06864972432
519	0.06861222331
520	0.0681783549
521	0.06802234904
522	0.06791613261
523	0.06746439616
524	0.0670092926
525	0.06680465698
526	0.06659543864
527	0.06639910889
528	0.06602120972
529	0.06588142904
530	0.06560924276
531	0.06507802327
532	0.06467427572
533	0.06456760152
534	0.06431647237
535	0.06406835937
536	0.06406762695
537	0.06404121399
538	0.06387895711
539	0.06385573832
540	0.06383748881
541	0.06381973775
542	0.06379307048
543	0.06357837423
544	0.06356715393
545	0.06303948466
546	0.06301991781
547	0.06298360697
548	0.06296627299
549	0.06269546509
550	0.06248411051
551	0.06236509196
552	0.06212386068
553	0.0619526825
554	0.06163713582
555	0.06141572062
556	0.06129345703
557	0.06103704325
558	0.06081534322
559	0.06043929036
560	0.06017130534
561	0.06015600586
562	0.0598690745
563	0.05951617432
564	0.05927942912
565	0.05907333374
566	0.05898949687
567	0.05897441101
568	0.0589472758
569	0.05870733643
570	0.05863678996
571	0.05862454732
572	0.05856228638
573	0.05837581889
574	0.05819289144
575	0.05802929687
576	0.05789592489
577	0.05761304728
578	0.0575835673
579	0.05736231995
580	0.05691345723
581	0.05669030762
582	0.05653804016
583	0.05651225281
584	0.05626463826
585	0.05603138224
586	0.05602572632
587	0.05593647766
588	0.05591680908
589	0.05581739299
590	0.05562606812
591	0.05545224508
592	0.05524757894
593	0.05496862793
594	0.05493863932
595	0.05459692383
596	0.05438456217
597	0.05436843363
598	0.05416259257
599	0.05387464396
600	0.05380609131
601	0.05378078206
602	0.05374230957
603	0.053589269
604	0.05357792155
605	0.05342036438
606	0.05315166219
607	0.05313691203
608	0.05287796021
609	0.05256455485
610	0.05246270243
611	0.05211065674
612	0.05209627787
613	0.05185609436
614	0.05183174642
615	0.05171483358
616	0.05170019531
617	0.05167406209
618	0.05148134867
619	0.05145438639
620	0.05143595886
621	0.05141899618
622	0.05128688049
623	0.05087621053
624	0.05079211426
625	0.05073758952
626	0.05069841512
627	0.05064198812
628	0.05035342916
629	0.05033272298
630	0.05022241211
631	0.05008998617
632	0.05006982422
633	0.04998734029
634	0.04985105387
635	0.04983790588
636	0.04982376607
637	0.0497607371
638	0.04965158081
639	0.04961169434
640	0.04936992391
641	0.04935473124
642	0.04920121257
643	0.04914027405
644	0.04907244873
645	0.04873800659
646	0.0485512441
647	0.04854484049
648	0.04835757955
649	0.04820741272
650	0.04780050151
651	0.04769211833
652	0.04767984009
653	0.04767954
654	0.04751768494
655	0.04743717448
656	0.0472150828
657	0.04721331787
658	0.04719861857
659	0.04701349894
660	0.04679904175
661	0.04662891642
662	0.04657894389
663	0.0462224528
664	0.0462146403
665	0.04619181315
666	0.04617910767
667	0.04599464925
668	0.04593177287
669	0.04591916911
670	0.04579196167
671	0.04558151754
672	0.04556780497
673	0.04552059937
674	0.04546914673
675	0.04546379598
676	0.04538081868
677	0.04537112935
678	0.04516455078
679	0.04502851359
680	0.04502751668
681	0.04489877319
682	0.04446456909
683	0.04418621826
684	0.04418585205
685	0.04410326131
686	0.04389996338
687	0.04387521871
688	0.04386512248
689	0.04385851034
690	0.04383399963
691	0.04364115397
692	0.04347527059
693	0.04340822347
694	0.04320605469
695	0.04319734192
696	0.04307994588
697	0.04301843262
698	0.04291152954
699	0.04275401815
700	0.04262858327
701	0.04262753042
702	0.04261289978
703	0.0425668691
704	0.04249485779
705	0.04233070882
706	0.04215147146
707	0.0420133667
708	0.04194108582
709	0.04180389404
710	0.04171863302
711	0.04158950043
712	0.04140571849
713	0.04139790853
714	0.04137790426
715	0.04136845398
716	0.04133293152
717	0.04132576497
718	0.04130620829
719	0.04123624929
720	0.04106972758
721	0.04096167247
722	0.04079384613
723	0.04066486104
724	0.04066466268
725	0.04059694926
726	0.04044854736
727	0.04032990519
728	0.04012554169
729	0.04000787354
730	0.03988715108
731	0.0398852946
732	0.03987858327
733	0.03978879038
734	0.03967066447
735	0.03967055257
736	0.03966060893
737	0.03952222697
738	0.03940877533
739	0.03926080322
740	0.03912502543
741	0.03906512197
742	0.03895395406
743	0.03893784078
744	0.03892955526
745	0.03885572561
746	0.03874158223
747	0.0387172699
748	0.03860617065
749	0.03859952545
750	0.03847166189
751	0.03831461589
752	0.03828759257
753	0.03817420197
754	0.03816885885
755	0.03815534465
756	0.0380278066
757	0.03788183085
758	0.03782568359
759	0.03769712067
760	0.03758946737
761	0.0374757487
762	0.03746188609
763	0.03736751302
764	0.03725826009
765	0.03725804647
766	0.03725002035
767	0.03716539001
768	0.03712726339
769	0.03711345927
770	0.03701105245
771	0.03701093038
772	0.03700783539
773	0.03689347076
774	0.03689221191
775	0.03689004008
776	0.03688833364
777	0.03687753805
778	0.03674090068
779	0.03660833232
780	0.03653974406
781	0.03653953807
782	0.03653211466
783	0.03651720683
784	0.03650255839
785	0.03645582072
786	0.03645571645
787	0.03644029236
788	0.03619579061
789	0.03610514577
790	0.0360874176
791	0.03595184326
792	0.03595185343
793	0.0356893514
794	0.03568925222
795	0.03556763967
796	0.03546054586
797	0.03545995076
798	0.03545153554
799	0.03531897227
800	0.03530279287
801	0.03510535177
802	0.03510108185
803	0.03509249369
804	0.03500487773
805	0.03484200287
806	0.03464538574
807	0.03457248942
808	0.03456419373
809	0.0345048701
810	0.03450473531
811	0.03450283305
812	0.03447621155
813	0.03447253927
814	0.03445194753
815	0.0344000295
816	0.03432482402
817	0.03414788818
818	0.03404428355
819	0.0339268748
820	0.03386670939
821	0.03373317464
822	0.03362348938
823	0.03355190023
824	0.03344518534
825	0.03335593923
826	0.03329784902
827	0.03329719543
828	0.03328982035
829	0.033163709
830	0.0330638682
831	0.03292430623
832	0.03280919902
833	0.03273172506
834	0.03267780304
835	0.03266990153
836	0.03265958405
837	0.03264025116
838	0.03263865153
839	0.03262656657
840	0.03262497457
841	0.03257707723
842	0.03254016113
843	0.03248644765
844	0.03245062256
845	0.03239319102
846	0.03234147644
847	0.03223695882
848	0.03223230743
849	0.03211217244
850	0.03206340027
851	0.03191025289
852	0.03190562948
853	0.03177787781
854	0.0317755839
855	0.03176744334
856	0.03176733653
857	0.03154843903
858	0.0315483729
859	0.03154235586
860	0.03147724406
861	0.03147723897
862	0.03141271464
863	0.03134051768
864	0.03133520508
865	0.03127875264
866	0.03110423279
867	0.03106723022
868	0.03100843811
869	0.03099965413
870	0.03091133372
871	0.03091126506
872	0.03089742279
873	0.03089737956
874	0.03076879883
875	0.030643809
876	0.03061255391
877	0.0305716451
878	0.03050206248
879	0.030387146
880	0.03033356222
881	0.03028665415
882	0.03027952576
883	0.03027310689
884	0.03027293396
885	0.03022943878
886	0.030179334
887	0.03017881266
888	0.03015657552
889	0.03013934835
890	0.03005804443
891	0.03005803935
892	0.03005776723
893	0.03005136617
894	0.02997952779
895	0.02993530273
896	0.02978219604
897	0.02978212484
898	0.02977585347
899	0.02968887329
900	0.02958291626
901	0.02958232117
902	0.02957600403
903	0.02945945231
904	0.02945811462
905	0.02939874776
906	0.02934291585
907	0.02933602397
908	0.02927179464
909	0.0292715861
910	0.02927097575
911	0.02919903056
912	0.02919885
913	0.02909161886
914	0.02908961487
915	0.02908141327
916	0.02907490285
917	0.02898102824
918	0.02897496287
919	0.02892347717
920	0.02889858246
921	0.02888249715
922	0.02885117594
923	0.02879494731
924	0.02864614614
925	0.02864611816
926	0.02864611816
927	0.0285721461
928	0.02846443939
929	0.02846417745
930	0.02842171478
931	0.02842033386
932	0.02842027283
933	0.02841950989
934	0.02841952515
935	0.02836501567
936	0.02836430105
937	0.02836270905
938	0.02827235158
939	0.0282721227
940	0.02826772817
941	0.02826396688
942	0.02825643412
943	0.02816976166
944	0.02816796366
945	0.02816025798
946	0.02816023254
947	0.0281201121
948	0.02811995443
949	0.02811977386
950	0.02811937968
951	0.0280168457
952	0.02798100789
953	0.02797930908
954	0.02797880554
955	0.02795879364
956	0.02795802816
957	0.02795214844
958	0.02795092773
959	0.02794787089
960	0.02794702657
961	0.02793928528
962	0.02793286133
963	0.02792571259
964	0.02785335541
965	0.02778064982
966	0.02778006236
967	0.02773092651
968	0.02772931163
969	0.02772929891
970	0.02772870636
971	0.02772776031
972	0.02772358704
973	0.02772228241
974	0.02763816833
975	0.02756679789
976	0.02744774628
977	0.02740461477
978	0.027404363
979	0.02733227539
980	0.02725138346
981	0.02714559937
982	0.02713217163
983	0.02713158417
984	0.02706904093
985	0.02699051666
986	0.02686294556
987	0.02681342061
988	0.02674078115
989	0.02674066162
990	0.02674054209
991	0.02674038188
992	0.02673989105
993	0.02673934937
994	0.02673788452
995	0.02673427327
996	0.026733579
997	0.02670543671
998	0.0266763382
999	0.02667635091
1000	0.02665397135
1001	0.02665289815
1002	0.02661676025
1003	0.02652465566
1004	0.02640675863
1005	0.02637456004
1006	0.02633384705
1007	0.02627541606
1008	0.02622610982
1009	0.02607261658
1010	0.02604109955
1011	0.02600112915
1012	0.02590943909
1013	0.02590905253
1014	0.02590885925
1015	0.02583621216
1016	0.02580406189
1017	0.02570662435
1018	0.02557435608
1019	0.02557430013
1020	0.02557428487
1021	0.02550757345
1022	0.02549323018
1023	0.02549311829
1024	0.02549293772
1025	0.0254925766
1026	0.02548660278
1027	0.02548614756
1028	0.02548550415
1029	0.02547699483
1030	0.02545342509
1031	0.02541334534
1032	0.02538331604
1033	0.0253831075
1034	0.02537099711
1035	0.02537071228
1036	0.02536017354
1037	0.02535988871
1038	0.02535868835
1039	0.02534000142
1040	0.02533995565
1041	0.02526651764
1042	0.02526651001
1043	0.02526441447
1044	0.02523759969
1045	0.02516095225
1046	0.0251600469
1047	0.02515965271
1048	0.02515407562
1049	0.02514511108
1050	0.02514101156
1051	0.02514084117
1052	0.02514032491
1053	0.02507262929
1054	0.02497318268
1055	0.02497286987
1056	0.02490530141
1057	0.02490211487
1058	0.02490118408
1059	0.02489765676
1060	0.02489746094
1061	0.02489726512
1062	0.02489700826
1063	0.02489340973
1064	0.02489312236
1065	0.02485516866
1066	0.02481901805
1067	0.02477928162
1068	0.02477893575
1069	0.02472370911
1070	0.02472226461
1071	0.02472161865
1072	0.02472099813
1073	0.02472005717
1074	0.02471923828
1075	0.02471774292
1076	0.02471682231
1077	0.02471659851
1078	0.02471540324
1079	0.02466681925
1080	0.02463941701
1081	0.02453757222
1082	0.0244874115
1083	0.0243962326
1084	0.02438049571
1085	0.02433678691
1086	0.02426456706
1087	0.02426285299
1088	0.02420866903
1089	0.02414324443
1090	0.0241425883
1091	0.02412623596
1092	0.02405104065
1093	0.02402523804
1094	0.02402475993
1095	0.02402367655
1096	0.02402311452
1097	0.02399763489
1098	0.02391545105
1099	0.02384479523
1100	0.02384279378
1101	0.0238426768
1102	0.02384187317
1103	0.02383815511
1104	0.02380657196
1105	0.02371439616
1106	0.02368595886
1107	0.02363191223
1108	0.02362830607
1109	0.02362801615
1110	0.02362789917
1111	0.02355532074
1112	0.02355500031
1113	0.02355472819
1114	0.02355120595
1115	0.02350371806
1116	0.02349624634
1117	0.02347681681
1118	0.02340620168
1119	0.02328912862
1120	0.02328889465
1121	0.02328791809
1122	0.02328767904
1123	0.02328760274
1124	0.02328634135
1125	0.02328630575
1126	0.02328327433
1127	0.0232255071
1128	0.02315622711
1129	0.02314930979
1130	0.02314900208
1131	0.02314804586
1132	0.0231259079
1133	0.02312583923
1134	0.02312576294
1135	0.02312561544
1136	0.0231221873
1137	0.02312214661
1138	0.02312213898
1139	0.02312211609
1140	0.02306348928
1141	0.0229907074
1142	0.02297066243
1143	0.02297055308
1144	0.02292021688
1145	0.02288153839
1146	0.02288104757
1147	0.02288096619
1148	0.02287714386
1149	0.02286773682
1150	0.02279455566
1151	0.02273160299
1152	0.02273162333
1153	0.02273162333
1154	0.02273162333
1155	0.02273097229
1156	0.0227302653
1157	0.02272986857
1158	0.02272908783
1159	0.02272902425
1160	0.02272202047
1161	0.02271242778
1162	0.02269736226
1163	0.02269666545
1164	0.02269637553
1165	0.0226910909
1166	0.0226727829
1167	0.02262329356
1168	0.02262319438
1169	0.02262315369
1170	0.0226224823
1171	0.02261707306
1172	0.02258212789
1173	0.02258116659
1174	0.02258097839
1175	0.02256886546
1176	0.0225682373
1177	0.02256040955
1178	0.02248512268
1179	0.0224019165
1180	0.02225773112
1181	0.02221561686
1182	0.02221465047
1183	0.02221140544
1184	0.02221086629
1185	0.02220783742
1186	0.02220747375
1187	0.02220719401
1188	0.02217475382
1189	0.0221742452
1190	0.02217292277
1191	0.02217280579
1192	0.02216788228
1193	0.02215459696
1194	0.02208636983
1195	0.02205877177
1196	0.02198350271
1197	0.02198334757
1198	0.02191837565
1199	0.02189302063
1200	0.02189123535
1201	0.02189119975
1202	0.0218612442
1203	0.02186120605
1204	0.021790802
1205	0.02179079437
1206	0.0217906189
1207	0.0217905426
1208	0.02175038401
1209	0.02165662638
1210	0.0216554896
1211	0.02165482839
1212	0.02159647624
1213	0.02158467102
1214	0.02151589457
1215	0.02151582591
1216	0.02151576996
1217	0.02151251984
1218	0.02149726359
1219	0.02149726868
1220	0.02149721527
1221	0.02149237061
1222	0.02149191793
1223	0.02149133046
1224	0.02149133555
1225	0.02142833455
1226	0.02142833455
1227	0.02137885284
1228	0.02131351471
1229	0.02125827535
1230	0.02125764974
1231	0.02120201492
1232	0.0211865743
1233	0.02115670268
1234	0.02115667725
1235	0.02115664546
1236	0.02114813995
1237	0.0211040802
1238	0.02110401408
1239	0.02110360591
1240	0.02110349528
1241	0.02110293833
1242	0.02105186462
1243	0.02105182393
1244	0.02098430125
1245	0.02098417918
1246	0.02094659678
1247	0.02087929281
1248	0.02087880707
1249	0.02087874858
1250	0.02087839381
1251	0.02087802633
1252	0.02087731679
1253	0.0208770841
1254	0.02087710444
1255	0.02077009328
1256	0.02070155843
1257	0.0206610438
1258	0.02066023509
1259	0.02065165456
1260	0.02065165456
1261	0.02063698705
1262	0.02063539886
1263	0.02063491694
1264	0.02063097382
1265	0.02062732697
1266	0.02062722905
1267	0.02062596258
1268	0.02062589645
1269	0.02062532552
1270	0.02062519836
1271	0.02062263489
1272	0.02062248484
1273	0.02062160492
1274	0.02062145742
1275	0.02062129339
1276	0.0206113739
1277	0.02059273911
1278	0.0205920372
1279	0.02051633962
1280	0.02046294403
1281	0.02046195348
1282	0.02046182505
1283	0.02046166738
1284	0.02045550791
1285	0.02042926153
1286	0.02040622203
1287	0.02040617625
1288	0.02033722941
1289	0.02033673859
1290	0.02026926676
1291	0.02020332972
1292	0.02014667511
1293	0.02014549764
1294	0.02014530945
1295	0.02014427948
1296	0.02011330922
1297	0.02011319987
1298	0.02011315664
1299	0.02011277644
1300	0.02010595449
1301	0.02007991918
1302	0.02007990519
1303	0.02007774862
1304	0.02006744639
1305	0.02006730398
1306	0.02006699626
1307	0.02006161753
1308	0.02006152852
1309	0.02003982035
1310	0.02003983053
1311	0.02003983053
1312	0.02002518463
1313	0.02000592677
1314	0.02000540415
1315	0.02000527954
1316	0.02000269826
1317	0.01997067769
1318	0.01991411082
1319	0.01987664286
1320	0.01987630463
1321	0.01987626902
1322	0.01987223562
1323	0.01987181218
1324	0.01987142181
1325	0.01987140147
1326	0.01987059402
1327	0.01984188588
1328	0.01984169896
1329	0.01984093348
1330	0.0198407313
1331	0.01980212657
1332	0.01978183873
1333	0.01972235489
1334	0.01969350942
1335	0.01962856166
1336	0.01962802378
1337	0.01962765757
1338	0.01962716166
1339	0.01962637075
1340	0.01962559891
1341	0.0196251653
1342	0.01958563614
1343	0.01958561325
1344	0.01958543905
1345	0.01958536784
1346	0.01958522288
1347	0.01958487701
1348	0.01958435059
1349	0.01958418401
1350	0.01958415731
1351	0.01958365122
1352	0.01958015696
1353	0.0195521876
1354	0.01955216217
1355	0.01955203883
1356	0.01955203756
1357	0.01955191803
1358	0.01954477819
1359	0.01952232488
1360	0.01952233887
1361	0.0195214742
1362	0.01945476405
1363	0.01941828156
1364	0.0193615977
1365	0.01934325027
1366	0.0192897021
1367	0.01928743744
1368	0.01928743744
1369	0.01928382365
1370	0.01928379313
1371	0.01921252441
1372	0.01919345601
1373	0.01917328898
1374	0.0191596845
1375	0.01911881256
1376	0.01911871592
1377	0.01911818695
1378	0.01911804454
1379	0.01911777242
1380	0.01911746724
1381	0.01911144002
1382	0.01911147054
1383	0.01903162384
1384	0.01896983592
1385	0.01892013931
1386	0.01889255397
1387	0.01889253108
1388	0.01889236196
1389	0.01889229838
1390	0.01889231618
1391	0.01889227804
1392	0.01889226786
1393	0.01889213943
1394	0.01889147949
1395	0.01889089584
1396	0.01887538147
1397	0.01887528992
1398	0.01887529755
1399	0.01887525558
1400	0.01887518311
1401	0.01887517293
1402	0.01887511063
1403	0.01887474314
1404	0.01887377548
1405	0.0188735288
1406	0.01884651693
1407	0.01884645844
1408	0.01884637197
1409	0.018845843
1410	0.01884528605
1411	0.01884037145
1412	0.01884009806
1413	0.01882836405
1414	0.01882763163
1415	0.01882753499
1416	0.01882726669
1417	0.01882643509
1418	0.01882620875
1419	0.01879998779
1420	0.01876824697
1421	0.01876807149
1422	0.01873097738
1423	0.0187158788
1424	0.018705513
1425	0.01870522181
1426	0.01870517985
1427	0.01870468903
1428	0.01870468903
1429	0.01870465342
1430	0.01870437749
1431	0.01870437622
1432	0.01870216751
1433	0.01865882619
1434	0.01865873464
1435	0.01863094711
1436	0.01863093058
1437	0.01862928136
1438	0.01862925975
1439	0.0185845871
1440	0.01858424123
1441	0.018582105
1442	0.01858156586
1443	0.01858105469
1444	0.01858089701
1445	0.01858084615
1446	0.0185646375
1447	0.01852072652
1448	0.01852072652
1449	0.01852024587
1450	0.01851950073
1451	0.01851949565
1452	0.01851901754
1453	0.0185182813
1454	0.01851819611
1455	0.01851778666
1456	0.01851732763
1457	0.01851666896
1458	0.01851617559
1459	0.01851615016
1460	0.01849730301
1461	0.01847712326
1462	0.01847694524
1463	0.01845000458
1464	0.01844999441
1465	0.01844989777
1466	0.01844932556
1467	0.01842033768
1468	0.01842029317
1469	0.01841941071
1470	0.0184193484
1471	0.01841880798
1472	0.01841879018
1473	0.01841863505
1474	0.01841818237
1475	0.01841782506
1476	0.01841773733
1477	0.01841544724
1478	0.01841532135
1479	0.01841141001
1480	0.01838234202
1481	0.01838211823
1482	0.01838197708
1483	0.01838151042
1484	0.01834169769
1485	0.01828144328
1486	0.01828086599
1487	0.01828083547
1488	0.01827563731
1489	0.01824989065
1490	0.01824988683
1491	0.01823387527
1492	0.01823388163
1493	0.01817897288
1494	0.01816300837
1495	0.0181627032
1496	0.0181212972
1497	0.0180591507
1498	0.01805908203
1499	0.01805883408
